"sep=,"
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\avr\format.h.xml,FORMAT_DISASM_H;_MSC_VER
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\cr16\cr16_disas.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\cr16\cr16_disas.h.xml,R2_CR16_DISASM_H
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\cris\gnu\cris-dis.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\cris\gnu\cris-opc.c.xml,NULL
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\dalvik\opcode.h.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\dcpu16\asm.c.xml,NOTEND
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\dcpu16\dcpu16.h.xml,_INCLUDE_DCPU16_H_;ut8
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\dcpu16\dis.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\dcpu16\main.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\ebc\ebc_disas.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\ebc\ebc_disas.h.xml,R2_EBC_DISAS_H
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\gb\gb_op_table.h.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\gb\gbasm.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\gb\gbdis.c.xml,GB_DIS_LEN_ONLY
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\h8300\h8300_disas.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\h8300\h8300_disas.h.xml,R2_H8300_DISAS_H
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\hexagon\gnu\hexagon-dis.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\hexagon\gnu\hexagon-opc.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\hexagon\gnu\opcode\hexagon.h.xml,OPCODES_HEXAGON_H
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\hexagon\gnu\opcode\hexagon_asm_maps.h.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\hexagon\gnu\opcode\hexagon_iset_v2.h.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\hexagon\gnu\opcode\hexagon_iset_v3.h.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\hexagon\gnu\opcode\hexagon_iset_v4.h.xml,
