File,AFSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFC_Dup,NOFC_NonDup,NOFL,NONEST,Smelly
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\openssl\ossl_engine.c,-18.856998,-21.720634,1.2272727,1.6363636,315,311,425,27,21,22,36,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\mjit_worker.c,-19.735966,-21.657534,1.627451,0.29411766,949,403,779,83,20,51,15,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\fcntl\fcntl.c,-19.99537,-21.037037,1.0416666,0.0,81,71,75,25,24,24,0,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\date\date_parse.c,-20.852148,-22.196976,1.3448275,0.0,2579,658,871,117,2,87,0,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\mjit.c,-21.045914,-23.879246,1.2916666,1.5416666,795,791,1046,31,10,24,37,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\socket\raddrinfo.c,-21.140722,-22.698414,1.2884616,0.26923078,2016,880,1181,67,18,52,14,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\missing\crypt.c,-21.765577,-23.521675,1.3414634,0.41463414,692,397,499,55,19,41,17,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\bignum.c,-21.908632,-24.468632,2.376,0.184,5834,1142,2667,297,36,125,23,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\regparse.c,-22.31156,-23.817442,1.2117647,0.29411766,5653,1584,2579,103,25,85,25,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\pty\pty.c,-23.123867,-26.73611,2.3877552,1.2244898,504,275,1402,117,37,49,60,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\st.c,-23.743809,-25.581018,1.4883721,0.3488372,1728,514,810,128,25,86,30,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\date\date_core.c,-25.104145,-26.700783,1.5210084,0.075630255,6654,1493,1868,181,18,119,9,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\socket\ifaddr.c,-27.214317,-29.24765,1.1,0.93333334,319,311,422,33,25,30,28,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\dir.c,-29.44119,-31.676964,1.7886178,0.44715446,2687,692,1414,220,45,123,55,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\vm.c,-30.5156,-32.876713,1.3333334,1.0277778,2847,2600,3007,48,18,36,37,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\vm_dump.c,-35.142853,-38.00726,1.7288135,1.1355932,964,621,1906,102,28,59,67,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\openssl\ossl_ssl.c,-38.424004,-40.22956,1.4166666,0.3888889,1847,1032,1553,102,28,72,28,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\vsnprintf.c,-39.134922,-41.348255,1.72,0.49333334,916,505,764,129,32,75,37,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\regcomp.c,-39.319824,-40.814667,1.1649485,0.3298969,5768,2427,3327,113,23,97,32,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\io\console\console.c,-39.84849,-42.37023,2.3043478,0.2173913,1337,821,1631,159,23,69,15,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\addr2line.c,-41.196106,-46.79185,2.106383,3.4893618,2258,2248,5671,99,26,47,164,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\regexec.c,-63.03256,-64.96499,1.2905406,0.6418919,3399,1492,2266,191,29,148,95,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\gc.c,-64.058784,-66.16102,1.6230032,0.47923324,9651,2040,3452,508,97,313,150,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\etc\etc.c,-68.03862,-69.85258,1.3139535,0.5,719,584,1081,113,31,86,43,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\readline\readline.c,-69.7242,-71.35898,1.4347826,0.2,1365,847,1184,165,49,115,23,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\io.c,-74.45038,-76.893005,1.8131148,0.6295082,9131,2302,4697,553,130,305,192,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\dln.c,-74.563965,-78.10147,1.8625,1.675,1222,1193,2450,149,49,80,134,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\socket\ancdata.c,-79.98494,-83.1278,1.5,1.6428572,1252,1239,2667,126,26,84,138,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\signal.c,-84.918846,-87.751144,1.6149068,1.2173913,1310,714,1901,260,75,161,196,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\nkf\nkf-utf8\nkf.c,-95.08337,-97.72496,1.6548673,0.9867257,6399,2767,4955,374,40,226,223,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\socket\option.c,-101.15934,-103.4796,1.3594772,0.9607843,1103,746,2179,208,125,153,147,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\thread_pthread.c,-107.7322,-113.7936,2.4561403,3.6052632,1657,1654,3676,280,63,114,411,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\missing\dtoa.c,-158.06078,-159.84203,1.3055556,0.47569445,2836,1574,2990,376,48,288,137,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\file.c,-175.6186,-177.64995,1.5783476,0.45299146,4408,2231,3983,554,136,351,159,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\process.c,-253.51698,-256.42505,2.2623317,0.6457399,5811,3341,8976,1009,179,446,288,true
