File,AFSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFC_Dup,NOFC_NonDup,NOFL,NONEST,Smelly
D:\Pesquisa\Projects\raylib-analysis\source\raylib\src\external\glfw\src\x11_window.c,0.9672359,-0.2827641,1.25,0.0,2518,89,122,10,3,8,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\src\external\glfw\src\vulkan.c,0.9596772,-3.2903228,3.0,1.25,248,68,191,36,7,12,15,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\games\cat_vs_roomba\roomba.c,0.9380435,-0.46195653,1.4,0.0,184,17,29,7,3,5,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\games\cat_vs_roomba\screens\screen_gameplay.c,0.9189189,-0.081081085,1.0,0.0,444,12,12,3,1,3,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\examples\models\models_skybox.c,0.6666667,-0.8333333,1.5,0.0,48,10,18,6,2,4,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\examples\others\raudio_standalone.c,0.59090906,-0.90909094,1.5,0.0,66,30,59,3,2,2,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\src\external\glfw\src\egl_context.c,0.5696032,-3.2875397,3.857143,0.0,626,98,297,81,9,21,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\games\wave_collector\wave_collector.c,0.45531923,-0.7446808,1.2,0.0,188,28,36,6,4,5,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\src\external\glfw\src\x11_init.c,0.3194785,-1.1542057,1.4736842,0.0,856,52,86,28,7,19,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\examples\core\core_basic_window_web.c,0.17204309,-1.1612903,1.3333334,0.0,31,12,20,4,2,3,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\src\external\glfw\src\wl_init.c,0.04970026,-1.236014,1.2857143,0.0,1144,101,115,18,7,14,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\examples\models\models_material_pbr.c,-0.2857144,-1.7857144,1.5,0.0,140,25,45,15,2,10,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\src\utils.c,-5.0562925,-6.419929,1.0909091,0.27272728,281,164,208,12,5,11,3,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\src\text.c,-5.9863796,-7.144274,1.1578947,0.0,1109,417,430,22,8,19,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\src\shapes.c,-6.131752,-7.481752,1.35,0.0,1096,410,581,27,4,20,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\src\rglfw.c,-8.948795,-10.698795,1.5,0.25,83,74,135,18,10,12,3,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\src\models.c,-13.636293,-15.136293,1.2692307,0.23076923,2568,1495,1788,33,11,26,6,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\src\raudio.c,-19.759615,-20.884615,1.0535715,0.071428575,1456,543,567,59,13,56,4,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\src\textures.c,-32.263443,-33.68937,1.2777778,0.14814815,2672,1667,1778,69,20,54,8,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\src\core.c,-165.60542,-167.6598,1.5899582,0.46443516,3454,2423,4436,380,29,239,111,true
