File,AFSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFC_Dup,NOFC_NonDup,NOFL,NONEST,Smelly
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\core\cmd_anal.c,1.370656,-0.029343953,1.4,0.0,9542,56,76,7,3,5,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\shlr\grub\kern\misc.c,1.3578135,-0.21361503,1.5714285,0.0,852,26,47,11,5,7,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\asm\arch\tricore\gnu\tricore-dis.c,1.3458599,-0.05414013,1.4,0.0,1570,17,29,7,3,5,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\hash\state.c,1.3373984,-0.16260162,1.5,0.0,123,10,17,3,2,2,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\core\rtr_shell.c,1.3347107,-0.16528925,1.5,0.0,242,10,18,6,2,4,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\shlr\zip\zlib\adler32.c,1.3347107,-0.16528925,1.5,0.0,121,10,16,3,2,2,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\test\unit\legacy_unit\debug\main.c,1.3245614,-0.1754386,1.5,0.0,57,5,9,3,2,2,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\bin\dwarf.c,1.3180565,-0.015276893,1.3333334,0.0,1571,8,12,4,2,3,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\main\radiff2.c,1.3133334,-0.02,1.0,0.33333334,1200,8,11,3,3,3,1,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\util\regex\regcomp.c,1.3114516,-0.021881837,1.3333334,0.0,1371,10,14,4,2,3,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\bin\p\bin_dex.c,1.3099415,-0.023391813,1.3333334,0.0,2052,16,20,4,3,3,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\anal\p\anal_avr.c,1.305624,-0.02770936,1.3333334,0.0,1624,15,20,4,3,3,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\core\linux_heap_glibc.c,1.3012364,-0.032097004,1.3333334,0.0,1402,15,21,4,3,3,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\bin\p\bin_nro.c,1.3,-0.2,1.0,0.5,250,25,32,2,2,2,1,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\util\print.c,1.2970712,-0.036262203,1.3333334,0.0,2151,26,33,4,3,3,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\asm\arch\sparc\gnu\sparc-dis.c,1.2845529,-0.048780486,1.3333334,0.0,738,12,20,4,2,3,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\debug\p\debug_gdb.c,1.2623274,-0.07100592,1.3333334,0.0,507,12,16,4,3,3,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\util\udiff.c,1.2378917,-0.26210827,1.5,0.0,351,46,89,3,2,2,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\test\unit\legacy_unit\util\threads.c,1.2333333,-0.26666668,1.5,0.0,45,6,9,3,3,2,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\core\cmd_print.c,1.2230821,-0.0269179,1.25,0.0,6687,45,59,5,2,4,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\core\cmd_search.c,1.2109177,-0.12241568,1.3333334,0.0,3676,75,88,8,3,6,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\anal\p\anal_mips_cs.c,1.1877289,-0.062271062,1.25,0.0,1092,17,22,5,4,4,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\shlr\sdb\src\array.c,1.1640747,-0.33592534,1.5,0.0,643,36,69,9,3,6,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\bin\p\bin_z64.c,1.164,-0.336,1.0,0.5,125,21,28,2,2,2,1,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\bin\p\bin_art.c,1.1610845,-0.17224881,1.3333334,0.0,209,12,16,4,3,3,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\bin\p\bin_menuet.c,1.1435643,-0.35643566,1.0,0.5,202,36,43,2,2,2,1,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\util\date.c,1.140625,-0.359375,1.5,0.0,128,23,41,3,2,2,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\asm\arch\arc\gnu\arc-ext.c,1.1190476,-0.21428573,1.3333334,0.0,322,23,27,4,3,3,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\bin\p\bin_nso.c,1.1029412,-0.3970588,1.25,0.25,272,27,38,5,4,4,1,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\core\cbin.c,1.0940415,-0.10595862,1.2,0.0,4011,85,104,6,3,5,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\anal\fcn.c,1.0937756,-0.23955774,1.3333334,0.0,1628,65,95,8,4,6,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\bin\pdb\pdb_downloader.c,1.0902439,-0.4097561,1.5,0.0,205,21,35,6,2,4,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\bin\p\bin_p9.c,1.0890411,-0.41095892,1.0,0.5,219,45,52,2,2,2,1,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\debug\p\native\windows\windows_debug.c,1.0850264,-0.24830699,1.3333334,0.0,1329,55,82,8,2,6,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\util\pie.c,1.0714285,-0.42857143,1.5,0.0,84,18,28,3,2,2,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\shlr\tcc\tccpp.c,1.0636475,-0.8594293,1.9230769,0.0,2874,95,198,50,7,26,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\core\visual.c,1.0474806,-0.119186044,1.1666666,0.0,4128,82,86,7,4,6,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\bin\mangling\cxx.c,1.0406505,-0.29268292,1.3333334,0.0,82,8,12,4,2,3,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\debug\p\native\xnu\trap_x86.c,1.0338984,-0.9661017,2.0,0.0,59,57,114,2,2,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\binr\r2r\r2r.c,1.0298373,-0.47016275,1.5,0.0,553,65,84,6,3,4,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\bin\format\objc\mach0_classes.c,1.0295373,-0.27046263,1.3,0.0,1405,38,54,13,3,10,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\core\core.c,1.0234776,-0.17652251,1.2,0.0,3399,60,68,12,5,10,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\shlr\tcc\tccgen.c,1.0194976,-0.123359576,1.1428572,0.0,2667,47,51,8,5,7,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\shlr\java\class.c,0.9996297,-3.7032465E-4,1.0,0.0,8101,3,3,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\util\format.c,0.9988426,-0.0011574074,1.0,0.0,2592,3,3,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\asm\p\asm_x86_nz.c,0.99851346,-0.0014865152,1.0,0.0,4709,7,7,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\bin\format\pe\dotnet.c,0.9972777,-0.002722323,1.0,0.0,1102,3,3,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\shlr\grub\fs\ntfs.c,0.99688476,-0.0031152647,1.0,0.0,963,3,3,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\asm\arch\arc\gnu\arc-dis.c,0.9966178,-0.003382187,1.0,0.0,887,3,3,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\asm\arch\cris\gnu\cris-opc.c,0.9963768,-0.0036231885,1.0,0.0,828,3,3,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\asm\arch\hppa\gnu\hppa-dis.c,0.9962652,-0.0037348273,1.0,0.0,1071,4,4,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\core\p\core_java.c,0.9958678,-0.004132231,1.0,0.0,1694,7,7,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\bin\p\bin_xnu_kernelcache.c,0.99583584,-0.004164188,1.0,0.0,1681,7,7,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\core\windows_heap.c,0.9958054,-0.004194631,1.0,0.0,1192,5,5,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\shlr\grub\fs\fat.c,0.9956332,-0.0043668123,1.0,0.0,687,3,3,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\core\cmd_api.c,0.9954819,-0.004518072,1.0,0.0,664,3,3,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\bin\p\bin_dyldcache.c,0.99543977,-0.0045602606,1.0,0.0,1535,7,7,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\anal\p\anal_gb.c,0.9954038,-0.004596192,1.0,0.0,1523,7,7,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\core\cmd_cmp.c,0.99469215,-0.0053078556,1.0,0.0,942,5,5,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\core\agraph.c,0.99462867,-0.005371322,1.0,0.0,4282,23,23,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\util\idpool.c,0.99424183,-0.0057581575,1.0,0.0,521,3,3,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\anal\p\anal_tms320.c,0.99371076,-0.33962265,1.3333334,0.0,106,12,16,4,3,3,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\anal\p\anal_pic.c,0.993458,-0.006542056,1.0,0.0,1070,7,7,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\anal\p\anal_sh.c,0.9932563,-0.006743738,1.0,0.0,1038,7,7,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\shlr\sdb\src\query.c,0.9929412,-0.0070588235,1.0,0.0,850,6,6,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\parse\filter.c,0.99220276,-0.007797271,1.0,0.0,513,4,4,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\anal\p\anal_8051.c,0.9920182,-0.007981756,1.0,0.0,877,7,7,1,1,1,0,true
D:\Pesquisa\Projects\radare2-analysis\source\radare2\libr\anal\p\anal_6502.c,0.9917355,-0.008264462,1.0,0.0,847,7,7,1,1,1,0,true
